"Date"	"P"	"Q"	"E"
1977-07-05	0.09	341.497	10.38
1977-07-06	0.02	311.808	10.9
1977-07-07	0.1	289.253	10.61
1977-07-08	0.45	270.114	9.03
1977-07-09	0.1	256.262	10.3
1977-07-10	0.02	242.996	10.7
1977-07-11	1.17	233.555	11.91
1977-07-12	1.01	233.232	9.45
1977-07-13	1.36	227.247	10.98
1977-07-14	15.8	225.921	6.72
1977-07-15	38.57	350.988	9.15
1977-07-16	3.52	424.559	10.38
1977-07-17	0.17	425.76	9.57
1977-07-18	2.7	328.711	9.2
1977-07-19	0	275.645	8.96
1977-07-20	0.3	255.802	8.9
1977-07-21	0.11	242.876	9.42
1977-07-22	0	234.776	11.58
1977-07-23	0.46	225.789	6.8
1977-07-24	1.7	221.919	6.64
1977-07-25	20.17	242.338	7.8
1977-07-26	28.04	405.317	6.32
1977-07-27	27.17	600.721	6.92
1977-07-28	10.37	561.814	8.63
1977-07-29	23.28	480.66	9.08
1977-07-30	20.69	590.198	8.71
1977-07-31	3.14	564.7	7.89
1977-08-01	5.11	458.155	8.48
1977-08-02	4.84	426.234	8.36
1977-08-03	1.71	415.7	10.95
1977-08-04	3.94	378.05	10.03
1977-08-05	1.19	376.667	11.3
1977-08-06	0.14	340.881	11.92
1977-08-07	7.14	327.477	10.15
1977-08-08	8.12	376.11	9.97
1977-08-09	0	365.902	10.78
1977-08-10	0	321.262	14.57
1977-08-11	0.32	300.548	17.69
1977-08-12	8.68	280.322	10.45
1977-08-13	5.83	309	9.59
1977-08-14	0.65	358.285	9.86
1977-08-15	3.73	339.577	10.87
1977-08-16	3.09	284.816	11.6
1977-08-17	1.46	296.991	13.46
1977-08-18	0	271.7	13
1977-08-19	0.05	256.085	17.29
1977-08-20	0	248.433	17.17
1977-08-21	1.03	239.664	11.21
1977-08-22	10.79	238.288	11.48
1977-08-23	0.03	276.212	14.14
1977-08-24	0	244.597	16.45
1977-08-25	0	230.719	17.65
1977-08-26	0	223.928	19.03
1977-08-27	0.37	216.443	14.38
1977-08-28	0	211.768	15.81
1977-08-29	0.32	209.63	20.83
1977-08-30	0.02	206.36	12.36
1977-08-31	2.71	204.04	12.4
1977-09-01	0	208.284	12.82
1977-09-02	2.06	210.195	8.88
1977-09-03	5.02	214.708	11.02
1977-09-04	10.01	286.921	9.78
1977-09-05	3.79	220.35	9.58
1977-09-06	0	213.744	11.29
1977-09-07	0.31	207.48	11.7
1977-09-08	0	203.517	12.81
1977-09-09	1.63	207.997	7.88
1977-09-10	16.8	256.163	11.59
1977-09-11	0.7	234.9	11.96
1977-09-12	6.91	218.329	6.65
1977-09-13	20.71	333.538	11.34
1977-09-14	14.54	318.824	10.18
1977-09-15	0.33	223.897	11.3
1977-09-16	0.37	206.513	11.71
1977-09-17	0.02	194.808	13.56
1977-09-18	0	188.183	13.59
1977-09-19	1.2	185.774	15.03
1977-09-20	0	178.603	14.95
1977-09-21	0.01	176.96	16.79
1977-09-22	0	173.924	20.56
1977-09-23	2.49	172.086	12.06
1977-09-24	0.03	172.042	14.36
1977-09-25	0	166.726	16.77
1977-09-26	0	162.146	21.46
1977-09-27	0	159.483	16.94
1977-09-28	0	158.922	19.69
1977-09-29	0.05	157.849	18.89
1977-09-30	0.22	157.857	18.59
1977-10-01	0	155.646	17.22
1977-10-02	0.05	154.979	14.61
1977-10-03	10.11	156.056	16.51
1977-10-04	0	179.239	19.8
1977-10-05	7.05	157.842	15.02
1977-10-06	17.86	159.656	12.03
1977-10-07	0.15	242.185	16.14
1977-10-08	0.58	192.631	19.9
1977-10-09	0	160.289	21.39
1977-10-10	0.69	152.448	21.84
1977-10-11	0	148.667	28.4
1977-10-12	0	144.02	29.42
1977-10-13	0	139.633	29.95
1977-10-14	5.58	137.129	15.06
1977-10-15	0.14	137.207	16.02
1977-10-16	0	140.377	14.78
1977-10-17	0	135.294	16.58
1977-10-18	0	135.557	16.55
1977-10-19	9.06	135.466	12.81
1977-10-20	0.91	153.796	13.72
1977-10-21	2.15	150.804	15.58
1977-10-22	1.19	142.469	15.59
1977-10-23	0	137.458	18.61
1977-10-24	0.53	131.095	22.59
1977-10-25	0	128.384	25.52
1977-10-26	0	125.077	27.73
1977-10-27	0	121.613	28.24
1977-10-28	0	118.026	29.77
1977-10-29	0.29	116.08	15.77
1977-10-30	0	114.672	17.07
1977-10-31	0.32	116.716	20.95
1977-11-01	0.07	116.904	19.46
1977-11-02	2.75	118.785	18.23
1977-11-03	0	118.054	21.18
1977-11-04	0	112.977	24.84
1977-11-05	5.47	119.455	14.46
1977-11-06	1.42	121.256	17.98
1977-11-07	1.19	113.459	22.86
1977-11-08	0	109.665	21.06
1977-11-09	0	107.08	29.93
1977-11-10	10.58	117.588	15.96
1977-11-11	13.29	181.978	13.25
1977-11-12	4.48	139.086	16.09
1977-11-13	0	118.097	23.46
1977-11-14	3.57	110.067	15.73
1977-11-15	1.41	116.526	15.65
1977-11-16	1.14	113.266	19.4
1977-11-17	0	107.753	23.31
1977-11-18	0	104.903	18.54
1977-11-19	0	102.599	21.2
1977-11-20	0.2	99.34	20.87
1977-11-21	0	99.203	21.64
1977-11-22	0	101.776	24.63
1977-11-23	0.05	98.135	23.75
1977-11-24	0	96.54	25.16
1977-11-25	0	94.856	29.5
1977-11-26	0	92.086	31.8
1977-11-27	2.23	93.014	25.3
1977-11-28	5.22	107.427	27.22
1977-11-29	1.88	104.295	20.31
1977-11-30	3.1	105.647	23.19
1977-12-01	0	95.982	26.03
1977-12-02	0.04	93.806	23.09
1977-12-03	0.02	87.528	20.73
1977-12-04	0	85.991	19.21
1977-12-05	0.05	83.784	21.1
1977-12-06	0	85.154	23.28
1977-12-07	0	85.386	25.16
1977-12-08	0	82.467	29.72
1977-12-09	0	81.715	32.65
1977-12-10	0	78.847	25.71
1977-12-11	0	75.63	23.1
1977-12-12	0	75.07	27.6
1977-12-13	0	75.171	31.57
1977-12-14	0	73.091	34.76
1977-12-15	0	70.501	23.7
1977-12-16	0	68.507	22.71
1977-12-17	0.05	69.601	26.98
1977-12-18	0.43	69.733	17.49
1977-12-19	3.51	67.139	18.75
1977-12-20	0	71.614	24
1977-12-21	0	70.377	26.16
1977-12-22	0.1	67.181	30.76
1977-12-23	0.27	65.621	29.06
1977-12-24	0	62.891	30
1977-12-25	0.37	62.882	24.29
1977-12-26	8.22	63.148	23.68
1977-12-27	4.94	68.495	15.25
1977-12-28	31.25	81.598	17.34
1977-12-29	1.68	244.042	23.04
1977-12-30	2.54	141.778	28.67
1977-12-31	0	105.874	29.29
1978-01-01	0	66.977	33.64
1978-01-02	1.17	76.747	24.39
1978-01-03	0	72.771	21.87
1978-01-04	0	72.107	23.77
1978-01-05	0.07	72.197	19.96
1978-01-06	25.21	69.597	20.43
1978-01-07	5.09	107.373	21.36
1978-01-08	0	123.812	26.9
1978-01-09	4.97	91.461	30.07
1978-01-10	0.81	76.673	29.98
1978-01-11	0.52	70.457	19.27
1978-01-12	0	67.863	23.79
1978-01-13	0	66.973	28.1
1978-01-14	0	65.428	32.96
1978-01-15	0	63.716	35.22
1978-01-16	3.56	60.178	24.23
1978-01-17	0.04	60.815	23.04
1978-01-18	0	64.463	25.57
1978-01-19	0	62.317	27.86
1978-01-20	0	59.657	29.91
1978-01-21	0.02	57.943	26.85
1978-01-22	0	57.099	25.97
1978-01-23	3.32	59.688	26.25
1978-01-24	27.7	70.167	25.42
1978-01-25	0.07	136.43	26.35
1978-01-26	0	90.064	29.72
1978-01-27	0.56	66.983	18.99
1978-01-28	1.38	61.301	20.5
1978-01-29	0	68.594	17.06
1978-01-30	18	58.344	16.57
1978-01-31	4.44	89.534	27.02
1978-02-01	0.05	81.799	29.5
1978-02-02	0	57.166	30.73
1978-02-03	0	75.186	31.95
1978-02-04	0.61	86.954	29.03
1978-02-05	12.46	99.684	19.29
1978-02-06	10.62	113.665	19.37
1978-02-07	3.49	75.822	20.1
1978-02-08	7.51	64.978	26.12
1978-02-09	0.21	64.111	21.04
1978-02-10	0.32	70.869	25.65
1978-02-11	8.74	62.574	19.51
1978-02-12	2.58	57.733	22.61
1978-02-13	3.66	57.457	27.87
1978-02-14	0.02	56.349	26.35
1978-02-15	0	55.267	28.83
1978-02-16	0	54.545	28.83
1978-02-17	0	53.765	28.24
1978-02-18	0	52.87	29.82
1978-02-19	0	51.863	31.89
1978-02-20	0	55.463	34.78
1978-02-21	0	55.183	21.9
1978-02-22	2.81	52.66	20.57
1978-02-23	0	51.046	26.59
1978-02-24	0	51.083	30.57
1978-02-25	0	50.528	25.92
1978-02-26	0	60.325	29.64
1978-02-27	0	74.187	31.2
1978-02-28	15.93	74.187	17.52
1978-03-01	1.59	74.187	20.83
1978-03-02	0	80.633	20.18
1978-03-03	1.3	61.991	20.07
1978-03-04	0	57.897	25.67
1978-03-05	0	58.242	29.02
1978-03-06	0	53.374	31.08
1978-03-07	0.07	51.829	26.81
1978-03-08	0	50.511	30.1
1978-03-09	0	51.26	30.68
1978-03-10	0.33	48.934	34.02
1978-03-11	0	48.161	33.96
1978-03-12	0.95	47.052	30.06
1978-03-13	14.45	45.932	24.38
1978-03-14	0.68	56.225	28.1
1978-03-15	0	68.146	29
1978-03-16	2.68	53.349	27.67
1978-03-17	5.97	54.499	26.06
1978-03-18	0.95	60.953	24.6
1978-03-19	0	51.74	22.64
1978-03-20	0.4	49.99	19.55
1978-03-21	5.78	47.699	23.37
1978-03-22	6.69	60.603	23.02
1978-03-23	7.43	63.586	21.09
1978-03-24	2.16	58.447	24.27
1978-03-25	3.46	66.463	19.36
1978-03-26	18.72	61.804	14.26
1978-03-27	5.69	106.225	16.37
1978-03-28	0.34	85.066	18.5
1978-03-29	0.51	62.942	18.04
1978-03-30	6.95	57.619	14.88
1978-03-31	9.7	60.957	14.03
1978-04-01	3.95	87.344	16.9
1978-04-02	0.69	69.029	15.67
1978-04-03	0.87	60.937	18.2
1978-04-04	0	57.602	19.65
1978-04-05	0.02	55.626	24.38
1978-04-06	0	53.307	25.9
1978-04-07	0	51.983	24.56
1978-04-08	0	51.724	23.58
1978-04-09	0	51.995	24.23
1978-04-10	22.74	122.737	18.86
1978-04-11	11.53	104.479	15.9
1978-04-12	18.77	152.462	14.39
1978-04-13	1.35	151.522	17.25
1978-04-14	0.87	82.013	18.43
1978-04-15	0.06	67.243	19.11
1978-04-16	0	61.861	18.37
1978-04-17	0	59.104	20.38
1978-04-18	0	57.852	20.35
1978-04-19	0	56.635	18.34
1978-04-20	0	55.875	20.13
1978-04-21	0.16	54.658	18.91
1978-04-22	0.55	54.887	21.24
1978-04-23	2.71	56.179	14.26
1978-04-24	3.22	60.109	13.88
1978-04-25	15.51	103.869	13.34
1978-04-26	15.04	127.477	9.63
1978-04-27	7.92	137.794	11.53
1978-04-28	3.96	87.175	13.6
1978-04-29	0.13	71.909	14.74
1978-04-30	0.32	64.99	20.01
1978-05-01	0	61.706	20.86
1978-05-02	0	61.108	20.59
1978-05-03	0	58.245	17.66
1978-05-04	0	56.526	20.08
1978-05-05	0	56.912	21.71
1978-05-06	0.07	56.078	21.12
1978-05-07	0.75	55.958	21.14
1978-05-08	0.89	54.905	22.07
1978-05-09	4.22	55.467	15.3
1978-05-10	21.28	58.805	10.62
1978-05-11	11.53	92.51	10
1978-05-12	32.25	122.055	9.65
1978-05-13	3.25	253.802	9.66
1978-05-14	1.54	162.513	10.36
1978-05-15	2.81	114.557	12.93
1978-05-16	0.02	99.896	14.8
1978-05-17	0.18	83.792	12.19
1978-05-18	12.75	76.725	9.72
1978-05-19	13.94	123.624	11.17
1978-05-20	3.81	134.785	14.32
1978-05-21	0.47	107.185	14.88
1978-05-22	2.3	91.493	15.12
1978-05-23	0.78	81.212	12.17
1978-05-24	13.79	78.726	11.6
1978-05-25	4.3	106.872	11.63
1978-05-26	5.65	112.135	14.7
1978-05-27	0.1	111.741	14.23
1978-05-28	0	94.348	14.89
1978-05-29	0.13	81.796	16.16
1978-05-30	2.7	75.984	13.62
1978-05-31	9.75	72.997	11.25
1978-06-01	0	83.017	12.14
1978-06-02	0.23	71.706	13.31
1978-06-03	2.69	69.721	11.57
1978-06-04	3.93	79.714	10.43
1978-06-05	2.82	83.663	7.71
1978-06-06	4.6	80.36	9.84
1978-06-07	4.11	96.4	9.84
1978-06-08	1.27	82.871	10.28
1978-06-09	14.11	114.847	9.58
1978-06-10	13.24	179.172	7.88
1978-06-11	0.54	126.608	5.8
1978-06-12	6.65	96.354	6.68
1978-06-13	8.83	102.535	7.82
1978-06-14	24.24	193.006	11.52
1978-06-15	0.53	152.068	11.9
1978-06-16	0.49	109.875	11.09
1978-06-17	0.17	97.986	8.25
1978-06-18	0.78	92.884	10.59
1978-06-19	0.67	90.964	12.41
1978-06-20	0	85.712	12.37
1978-06-21	0	82.442	10.45
1978-06-22	0.25	80.856	9.2
1978-06-23	4.41	81.107	10.02
1978-06-24	6	89.288	10.26
1978-06-25	14.21	154.752	8.6
1978-06-26	6.64	106.264	8.23
1978-06-27	0.06	89.388	9.69
1978-06-28	0.08	83.604	8.78
1978-06-29	0.74	82.231	11.98
1978-06-30	0.32	81.132	12.41
1978-07-01	0.21	80.615	11.46
1978-07-02	1.65	79.784	7.82
1978-07-03	3.6	78.335	8.3
1978-07-04	4.5	86.513	8.02
1978-07-05	9.8	101.581	6.93
1978-07-06	12.69	139.35	5.76
1978-07-07	7.87	210.335	7.08
1978-07-08	1.36	129.989	6.01
1978-07-09	0.27	113.837	5.22
1978-07-10	5.66	110.832	4.84
1978-07-11	5.99	109.008	6.3
1978-07-12	8.85	120.451	8.02
1978-07-13	0.69	148.638	9.11
1978-07-14	0.45	125.374	8.5
1978-07-15	0.16	109.556	7.88
1978-07-16	0.91	99.395	8.61
1978-07-17	3.14	94.474	5.36
1978-07-18	11.36	96.586	7.9
1978-07-19	12.85	170.411	10.5
1978-07-20	5.55	133.61	11.32
1978-07-21	4.1	134.116	12.58
1978-07-22	14.03	132.192	10.54
1978-07-23	15.59	179.209	9.48
1978-07-24	15.35	333.2	9.47
1978-07-25	5.65	224.074	9.26
1978-07-26	1.46	201.533	8.6
1978-07-27	1.28	161.571	8
1978-07-28	7.68	138.765	8.55
1978-07-29	0.6	142.886	8.3
1978-07-30	0.17	158.87	8.53
1978-07-31	1.16	132.369	10.08
1978-08-01	0.47	122.938	12.03
1978-08-02	3.69	115.655	9.3
1978-08-03	2.52	119.186	11.8
1978-08-04	1.78	113.641	11.38
1978-08-05	0	117.72	10.85
1978-08-06	6.06	107.139	10.94
1978-08-07	26.94	112.034	11.48
1978-08-08	15.12	201.075	8.3
1978-08-09	25.88	340.498	6.5
1978-08-10	14.29	354.161	8.4
1978-08-11	8.99	595.84	9.7
1978-08-12	18.04	388.1	6.5
1978-08-13	9.15	377.159	7.2
1978-08-14	16.37	436.84	9.43
1978-08-15	2.96	351.428	9.16
1978-08-16	8.98	307.255	9.14
1978-08-17	4.24	328.702	8.74
1978-08-18	2.67	319.411	7.66
1978-08-19	0	268.229	10.54
1978-08-20	0.4	239.394	10.05
1978-08-21	5.24	233	9.3
1978-08-22	5.59	239.83	7.7
1978-08-23	9.33	253.286	9.82
1978-08-24	1.86	270.104	9.95
1978-08-25	1.04	242.946	9.68
1978-08-26	0.99	208.343	9.63
1978-08-27	2.3	197.52	10.21
1978-08-28	2.65	207.556	12.2
1978-08-29	0	190.084	13.29
1978-08-30	0.02	177.487	11.84
1978-08-31	0	171.052	15.77
1978-09-01	0	162.729	15.91
1978-09-02	0.36	155.913	16.03
1978-09-03	0.69	154.529	11.22
1978-09-04	9.22	189.805	13.29
1978-09-05	12.43	182.073	11.85
1978-09-06	8.4	185.04	14.63
1978-09-07	0.06	166.099	12.1
1978-09-08	0.05	151.803	13.42
1978-09-09	0.51	147.333	11.2
1978-09-10	0	145.278	14
1978-09-11	1.67	141.356	17.2
1978-09-12	14.79	194.379	12.23
1978-09-13	15.65	216.357	8.33
1978-09-14	20.73	248.259	8.78
1978-09-15	21.63	278.912	11.12
1978-09-16	2.05	259.481	11.88
1978-09-17	0	204.378	14.06
1978-09-18	19.05	256.256	11.29
1978-09-19	22.16	290.239	15.47
1978-09-20	5.09	241.199	17.27
1978-09-21	0	199.139	14.36
1978-09-22	0.37	195.504	11.59
1978-09-23	14.65	239.196	15.32
1978-09-24	0.08	191.116	16.1
1978-09-25	3.67	177.331	17.39
1978-09-26	0	173.191	12.73
1978-09-27	36.74	500.523	13.73
1978-09-28	13.85	485.059	13.13
1978-09-29	7.37	293.293	13.97
1978-09-30	0.09	249.12	15.9
1978-10-01	0	229.77	17.29
1978-10-02	0	225.933	19.24
1978-10-03	0.76	212.29	15.3
1978-10-04	0.7	202.998	13.4
1978-10-05	0.74	196.819	12.8
1978-10-06	0.7	196.189	13.72
1978-10-07	0	191.265	15.84
1978-10-08	0	181.374	16.66
1978-10-09	0	175.05	17.85
1978-10-10	0	169.089	19.88
1978-10-11	0.59	164.293	23.03
1978-10-12	1.44	163.242	25.23
1978-10-13	22.2	156.392	12.15
1978-10-14	2.34	209.534	12.38
1978-10-15	0	205.418	13.03
1978-10-16	1.95	166.882	14.62
1978-10-17	4.13	159.271	12.91
1978-10-18	10.8	166.974	11.15
1978-10-19	1.88	179.043	14.26
1978-10-20	1.02	195.814	18.46
1978-10-21	0	160.528	20.02
1978-10-22	0	148.687	22.08
1978-10-23	0	141.686	23.34
1978-10-24	0	136.153	23.48
1978-10-25	0.17	133.012	25.17
1978-10-26	4.49	130.708	22.91
1978-10-27	35.77	135.597	15.86
1978-10-28	20.49	343.66	15.63
1978-10-29	0	353.731	18.4
1978-10-30	9.86	189.205	18.17
1978-10-31	0	164.333	17.83
1978-11-01	0.48	155.03	16.77
1978-11-02	0	146.469	19.5
1978-11-03	0	143.039	19.98
1978-11-04	0	139.154	21.98
1978-11-05	0	135.128	20.72
1978-11-06	4.86	151.426	20.08
1978-11-07	2.71	163.826	21.9
1978-11-08	25.23	223.614	19.93
1978-11-09	8.76	212.088	15.64
1978-11-10	4.32	168.127	15.77
1978-11-11	1.56	147.911	15.85
1978-11-12	1.03	143.259	14.08
1978-11-13	4.51	147.546	15.22
1978-11-14	0.13	141.207	17.07
1978-11-15	0.64	138.416	22.39
1978-11-16	0	131.479	25.14
1978-11-17	0	125.402	29.19
1978-11-18	0.28	127.725	22.59
1978-11-19	64.14	478.137	13.04
1978-11-20	31.85	431.172	18.3
1978-11-21	0.31	228.407	19.91
1978-11-22	0.64	187.096	18.08
1978-11-23	0.73	173.325	20.57
1978-11-24	1.35	166.114	23.92
1978-11-25	0	155.449	27.83
1978-11-26	0	146.147	32.57
1978-11-27	4.69	149.44	28.79
1978-11-28	0.22	137.812	30.7
1978-11-29	1.86	157.158	18.4
1978-11-30	18.02	197.956	15.92
1978-12-01	0	163.784	20.53
1978-12-02	0	152.364	24.27
1978-12-03	0	137.986	26.55
1978-12-04	25.5	128.834	16.2
1978-12-05	15.71	160.565	15.26
1978-12-06	11.03	206.486	15.9
1978-12-07	0.85	163.942	17.95
1978-12-08	1.29	168.651	19.99
1978-12-09	0	144.032	23.1
1978-12-10	0	134.345	26.27
1978-12-11	0	128.781	27.54
1978-12-12	10.64	123.408	17.6
1978-12-13	5.91	137.439	15.54
1978-12-14	1.8	142.831	20.97
1978-12-15	0.59	136.877	24.37
1978-12-16	4.19	124.786	26.81
1978-12-17	6.53	118.568	19.11
1978-12-18	27.99	136.919	16.39
1978-12-19	0	294.98	16.51
1978-12-20	0.62	197.472	18.37
1978-12-21	0	150.784	23.5
1978-12-22	0	136.074	26.76
1978-12-23	0	128.781	30.02
1978-12-24	0	122.989	29.43
1978-12-25	57.03	118.324	27.38
1978-12-26	37.05	364.357	23.36
1978-12-27	13.03	448.219	23.38
1978-12-28	0	226.143	26.06
1978-12-29	0	161.47	24.45
1978-12-30	0	143.705	27.01
1978-12-31	0	134.486	28.85
1979-01-01	0	111.969	34.42
1979-01-02	0	120.306	25.89
1979-01-03	0	114.55	28.08
1979-01-04	0	111.616	31.29
1979-01-05	0	108.407	37.83
1979-01-06	0.77	105.134	32.91
1979-01-07	0.08	103.817	32.66
1979-01-08	6.42	108.54	31.12
1979-01-09	0.11	112.182	38.56
1979-01-10	0.38	105.14	26.26
1979-01-11	0.11	97.568	27.39
1979-01-12	0.22	96.759	25.81
1979-01-13	0	92.793	28.54
1979-01-14	0	89.486	35.91
1979-01-15	0	87.795	27.02
1979-01-16	0	86.842	31.2
1979-01-17	27.41	85.262	22.94
1979-01-18	2.12	140.534	29.18
1979-01-19	2.21	152.699	30.94
1979-01-20	0	99.441	26.32
1979-01-21	33.95	95.934	24.25
1979-01-22	9.3	232.185	26.67
1979-01-23	0	137.364	29.73
1979-01-24	0	101.01	30.73
1979-01-25	0	92.087	33.86
1979-01-26	0	86.024	22.11
1979-01-27	0	83.761	24.19
1979-01-28	0	83.442	28.54
1979-01-29	0	81.966	28.76
1979-01-30	0	79.231	32.74
1979-01-31	0	73.099	34.42
1979-02-01	0	69.486	35.6
1979-02-02	0	80.304	36.53
1979-02-03	0.36	89.778	30.94
1979-02-04	4.9	76.947	22.2
1979-02-05	3.22	72.627	26.47
1979-02-06	0	71.887	29.3
1979-02-07	0.27	69.338	29.48
1979-02-08	0.1	67.665	30.21
1979-02-09	0	64.067	32.01
1979-02-10	0	62.035	33.69
1979-02-11	0	63.812	33.23
1979-02-12	0	79.328	30.27
1979-02-13	0	71.581	23.35
1979-02-14	8.35	72.64	18.78
1979-02-15	0.32	92.104	21.96
1979-02-16	4.72	74.29	17.26
1979-02-17	2.25	68.756	20.95
1979-02-18	0.33	65.975	23.99
1979-02-19	1.19	63.698	28.22
1979-02-20	0	61.652	28.92
1979-02-21	0	61.242	27.55
1979-02-22	0	64.042	29.4
1979-02-23	0.14	68.796	27.85
1979-02-24	2.12	84.54	30.03
1979-02-25	0.07	67.678	27.18
1979-02-26	10.1	65.7	24.36
1979-02-27	0.47	66.632	23.09
1979-02-28	0.17	66.632	28.03
1979-03-01	0	66.632	30.21
1979-03-02	3.4	62.683	25.23
1979-03-03	16.91	61.694	20.47
1979-03-04	3.12	104.009	23.33
1979-03-05	4.24	82.668	21.39
1979-03-06	1.51	71.438	18.07
1979-03-07	5.87	65.708	22.02
1979-03-08	0	77.75	25.61
1979-03-09	0	68.653	28.07
1979-03-10	0	61.879	27.42
1979-03-11	0	58.478	29.51
1979-03-12	0	57.769	27.41
1979-03-13	0.42	56.099	28.26
1979-03-14	5.35	55.233	24.6
1979-03-15	0.02	62.671	23.98
1979-03-16	0.16	61.651	25.72
1979-03-17	0	56.806	26.06
1979-03-18	0.29	54.533	22.22
1979-03-19	0.14	54.611	26.76
1979-03-20	0.29	55.093	28.98
1979-03-21	1.63	52.953	21.86
1979-03-22	0	52.483	22.27
1979-03-23	0.21	52.355	20.49
1979-03-24	5.22	50.152	16.55
1979-03-25	1.46	53.479	21.31
1979-03-26	3.99	70.946	24.03
1979-03-27	0.4	58.859	24
1979-03-28	5.56	53.154	22.06
1979-03-29	0.16	63.069	22.86
1979-03-30	0	69.568	24.37
1979-03-31	0.35	55.473	25.89
1979-04-01	5.55	58.667	15.57
1979-04-02	5.76	72.262	17.33
1979-04-03	7.31	90.829	14.98
1979-04-04	22.39	155.93	15.98
1979-04-05	3.65	82.062	16.34
1979-04-06	17.08	129.442	16.34
1979-04-07	2.03	121.668	17.93
1979-04-08	0.59	80.312	15.08
1979-04-09	3.09	76.401	14.94
1979-04-10	2.29	73.342	13.91
1979-04-11	1.79	76.799	14.79
1979-04-12	0.11	71.614	16.69
1979-04-13	0	67.806	18.5
1979-04-14	0	64.348	21.62
1979-04-15	0	62.012	22.33
1979-04-16	0	60.162	22.98
1979-04-17	0.28	64.271	15.15
1979-04-18	30.15	120.418	13.8
1979-04-19	8.29	158.996	14.83
1979-04-20	7.07	99.135	15.04
1979-04-21	2.15	81.346	20.77
1979-04-22	5.54	93.75	15.13
1979-04-23	3.1	80.186	14.81
1979-04-24	0.06	71.601	15.76
1979-04-25	0.61	68.435	14.07
1979-04-26	0.76	67.45	14.04
1979-04-27	2.58	72.513	13.92
1979-04-28	0	74.429	16.27
1979-04-29	0.06	66.988	17.23
1979-04-30	0.02	65.06	18.38
1979-05-01	0.02	63.907	18.36
1979-05-02	0	63.173	18.7
1979-05-03	22.53	62.053	14.74
1979-05-04	13.84	107.478	12.7
1979-05-05	0.02	139.959	15.28
1979-05-06	0	87.901	14.56
1979-05-07	0	72.097	14.84
1979-05-08	0	68.793	14.68
1979-05-09	0	67.549	14.83
1979-05-10	0.46	65.073	12.39
1979-05-11	27.37	65.408	9.89
1979-05-12	11.48	176.601	10.73
1979-05-13	4.13	212.162	11.82
1979-05-14	12.42	197.184	11.83
1979-05-15	1.27	133.553	11.44
1979-05-16	1.03	101.223	11.47
1979-05-17	0	89.012	11.21
1979-05-18	3.05	82.304	12.94
1979-05-19	2.13	84.06	12.47
1979-05-20	0.14	79.623	15.07
1979-05-21	0	74.929	16.19
1979-05-22	0.22	72.302	14.57
1979-05-23	5.94	69.89	10.05
1979-05-24	6.88	83.796	14.13
1979-05-25	1.85	103.53	11.64
1979-05-26	6.77	83.137	12.54
1979-05-27	27.15	75.935	11.66
1979-05-28	15.53	229.029	11.22
1979-05-29	3.89	196.648	12.3
1979-05-30	9.59	122.717	10.62
1979-05-31	2.86	129.988	12.51
1979-06-01	1.29	131.365	13.18
1979-06-02	0.02	101.24	12.56
1979-06-03	0	94.91	12.93
1979-06-04	0.12	90.005	11.54
1979-06-05	0	87.262	14.03
1979-06-06	0.23	83.925	14.18
1979-06-07	4.59	90.838	13.31
1979-06-08	11.24	110.339	10.75
1979-06-09	6.18	115.999	9.73
1979-06-10	5.37	112.071	9.83
1979-06-11	7.47	122.546	10.95
1979-06-12	4.29	103.8	9.93
1979-06-13	2.67	103.129	10.39
1979-06-14	3.5	94.821	11.37
1979-06-15	8.28	124.469	9.85
1979-06-16	0.46	105.434	11.05
1979-06-17	0	92.501	10.47
1979-06-18	0.04	88.273	11.77
1979-06-19	0.04	84.622	11.48
1979-06-20	0	83.073	13.23
1979-06-21	0	81.307	16.21
1979-06-22	0.11	79.376	12.69
1979-06-23	0.32	79.109	11.98
1979-06-24	0	77.065	11.5
1979-06-25	0.6	75.171	12.86
1979-06-26	3.74	76.862	11.61
1979-06-27	8.9	100.722	12.1
1979-06-28	0.42	87.254	8.6
1979-06-29	8.33	100.863	6.84
1979-06-30	1.19	94.987	6.76
1979-07-01	5.88	83.691	9.22
1979-07-02	12.81	92.22	8.33
1979-07-03	6.39	160.579	9.68
1979-07-04	8.67	140.005	9.58
1979-07-05	0.54	166.616	7.7
1979-07-06	1.51	118.55	8.25
1979-07-07	0.71	103.185	8.89
1979-07-08	0.95	97.946	9.04
1979-07-09	1.95	91.751	8.73
1979-07-10	2.93	92.907	10.41
1979-07-11	3.15	99.009	7.23
1979-07-12	0.08	110.585	11.9
1979-07-13	2.73	90.791	11.16
1979-07-14	0.07	88.676	10.03
1979-07-15	0	88.249	10.02
1979-07-16	0.06	82.818	11.1
1979-07-17	0.65	80.982	10.05
1979-07-18	2.68	80.625	10.57
1979-07-19	0	80.947	10.08
1979-07-20	0	80.93	10.73
1979-07-21	0.35	77.916	12.15
1979-07-22	3.74	76.926	9.68
1979-07-23	3.02	88.868	6.87
1979-07-24	5.28	81.443	9.02
1979-07-25	2.43	100.566	9.73
1979-07-26	0.1	100.942	9.75
1979-07-27	2.99	83.959	7.7
1979-07-28	2.24	80.783	9.62
1979-07-29	0.39	85.947	11.43
1979-07-30	1.13	90.969	10.24
1979-07-31	1.85	82.888	6.8
1979-08-01	6.63	80.336	7.6
1979-08-02	0.6	103.349	7.61
1979-08-03	4.96	94.604	8.86
